model = RandomForestRegressor(n_estimators=q, criterion = mse )
5 1 1 0.468339601742
5 1 2 0.489472363026
5 1 3 0.501835497257
5 1 4 0.501141734384
5 1 5 0.480872319533
5 1 6 0.495869114926
5 1 7 0.506022545197
5 1 8 0.522181503598
5 1 9 0.524123472257
5 2 1 0.434252341891
5 2 2 0.427603416943
5 2 3 0.394955004251
5 2 4 0.448874474359
5 2 5 0.454050927636
5 2 6 0.411935760577
5 2 7 0.413364198957
5 2 8 0.443657323927
5 2 9 0.42953771383
5 3 1 0.37798550884
5 3 2 0.389861517307
5 3 3 0.392803240044
5 3 4 0.405955058517
5 3 5 0.414333760478
5 3 6 0.382763136207
5 3 7 0.39149053487
5 3 8 0.413339907305
5 3 9 0.420780101782
5 4 1 0.368027743872
5 4 2 0.384662560111
5 4 3 0.420343130579
5 4 4 0.375294926269
5 4 5 0.393298448158
5 4 6 0.399577006689
5 4 7 0.371632024469
5 4 8 0.395903955752
5 4 9 0.377771186773
5 5 1 0.367324243408
5 5 2 0.366237837858
5 5 3 0.351603817864
5 5 4 0.357953541185
5 5 5 0.353943196952
5 5 6 0.375151333346
5 5 7 0.358130451812
5 5 8 0.368940799436
5 5 9 0.357222787971
5 6 1 0.386675076192
5 6 2 0.343890123443
5 6 3 0.337880139151
5 6 4 0.338177614375
5 6 5 0.336082382246
5 6 6 0.338292013103
5 6 7 0.336149934067
5 6 8 0.333391350377
5 6 9 0.332503353539
5 7 1 0.353067909031
5 7 2 0.342587085658
5 7 3 0.345936469189
5 7 4 0.332958738975
5 7 5 0.336241760598
5 7 6 0.332922394261
5 7 7 0.330836051121
5 7 8 0.334484974686
5 7 9 0.337799623197
5 8 1 0.359874032735
5 8 2 0.349046242893
5 8 3 0.35006183315
5 8 4 0.35139215844
5 8 5 0.33349664362
5 8 6 0.334065101195
5 8 7 0.331667507227
5 8 8 0.329456963347
5 8 9 0.325916772735
5 9 1 0.354336499155
5 9 2 0.350026137559
5 9 3 0.331175187009
5 9 4 0.328540160478
5 9 5 0.338390396807
5 9 6 0.342581352134
5 9 7 0.326889444756
5 9 8 0.326684751094
5 9 9 0.325731694506
6 1 1 0.427341075625
6 1 2 0.481396777422
6 1 3 0.582653336034
6 1 4 0.495293341628
6 1 5 0.494617623906
6 1 6 0.519348910076
6 1 7 0.498311388127
6 1 8 0.55987693056
6 1 9 0.559169082016
6 2 1 0.459402265361
6 2 2 0.397430758774
6 2 3 0.414982995659
6 2 4 0.418867495299
6 2 5 0.424665857506
6 2 6 0.417498775982
6 2 7 0.435386281064
6 2 8 0.486524139801
6 2 9 0.443084195861
6 3 1 0.384846451849
6 3 2 0.435389690704
6 3 3 0.385042254869
6 3 4 0.398791028773
6 3 5 0.413477208824
6 3 6 0.398490001015
6 3 7 0.440274305469
6 3 8 0.429113140292
6 3 9 0.39990828593
6 4 1 0.375351846348
6 4 2 0.385356389332
6 4 3 0.383802545962
6 4 4 0.38092968626
6 4 5 0.377564038158
6 4 6 0.376917949409
6 4 7 0.380855661072
6 4 8 0.364635802071
6 4 9 0.382919270359
6 5 1 0.382165815576
6 5 2 0.352547869045
6 5 3 0.352009149206
6 5 4 0.359352943006
6 5 5 0.351671791838
6 5 6 0.350518986224
6 5 7 0.348956303289
6 5 8 0.355809065079
6 5 9 0.35436045368
6 6 1 0.360547996389
6 6 2 0.341371553461
6 6 3 0.334273110403
6 6 4 0.330775732622
6 6 5 0.330993931131
6 6 6 0.336463750887
6 6 7 0.339014893143
6 6 8 0.326343380987
6 6 9 0.325542689908
6 7 1 0.347686344966
6 7 2 0.335042107741
6 7 3 0.329466880637
6 7 4 0.326732403072
6 7 5 0.328403692009
6 7 6 0.333107896216
6 7 7 0.327433401952
6 7 8 0.327561375928
6 7 9 0.327174730847
6 8 1 0.351895747912
6 8 2 0.343637713069
6 8 3 0.352375287633
6 8 4 0.350353113659
6 8 5 0.328808543652
6 8 6 0.335073158492
6 8 7 0.328576608612
6 8 8 0.324340033977
6 8 9 0.331481805471
6 9 1 0.336541196139
6 9 2 0.329638820967
6 9 3 0.325626270289
6 9 4 0.333813997318
6 9 5 0.322244824598
6 9 6 0.324148923629
6 9 7 0.329481170466
6 9 8 0.319922016047
6 9 9 0.329635806449
7 1 1 0.467508207345
7 1 2 0.435023851683
7 1 3 0.455849801123
7 1 4 0.543971043761
7 1 5 0.490896526139
7 1 6 0.521570144438
7 1 7 0.515171494831
7 1 8 0.512985853144
7 1 9 0.502190164297
7 2 1 0.425399400424
7 2 2 0.407705297613
7 2 3 0.442419707008
7 2 4 0.441998446991
7 2 5 0.415838985285
7 2 6 0.447569666167
7 2 7 0.421340750251
7 2 8 0.431651127821
7 2 9 0.438298683683
7 3 1 0.378907970102
7 3 2 0.3909973836
7 3 3 0.379508697249
7 3 4 0.402414893428
7 3 5 0.455827614474
7 3 6 0.402258738667
7 3 7 0.393482760075
7 3 8 0.405587412909
7 3 9 0.399437458936
7 4 1 0.37325348409
7 4 2 0.385808728743
7 4 3 0.369531442115
7 4 4 0.370946816952
7 4 5 0.372761190596
7 4 6 0.376579994345
7 4 7 0.364876777116
7 4 8 0.382545396133
7 4 9 0.364048824032
7 5 1 0.36603224976
7 5 2 0.360372642615
7 5 3 0.348438622567
7 5 4 0.349749552349
7 5 5 0.358721733307
7 5 6 0.356822838717
7 5 7 0.344689571375
7 5 8 0.35572617229
7 5 9 0.348018986297
7 6 1 0.348562419255
7 6 2 0.336771810029
7 6 3 0.336233587421
7 6 4 0.334368726689
7 6 5 0.337012407368
7 6 6 0.329630788259
7 6 7 0.329821913343
7 6 8 0.330447947215
7 6 9 0.33143165396
7 7 1 0.352703627091
7 7 2 0.341649234496
7 7 3 0.330225951756
7 7 4 0.334587173116
7 7 5 0.328986327693
7 7 6 0.328816435909
7 7 7 0.327584668464
7 7 8 0.325597985572
7 7 9 0.332861732455
7 8 1 0.360970743649
7 8 2 0.347979928693
7 8 3 0.327061334191
7 8 4 0.335921532913
7 8 5 0.327566530594
7 8 6 0.324252551227
7 8 7 0.323446823469
7 1 1 0.475700945425
7 1 2 0.489440300095
7 1 3 0.506199180667
7 1 4 0.506784426464
7 1 5 0.511545663592
7 1 6 0.454103003775
7 1 7 0.530046636009
7 1 8 0.513915623628
7 1 9 0.51099108363
7 2 1 0.436158436568
7 2 2 0.431862187644
7 2 3 0.412866101671
7 2 4 0.426729919155
7 2 5 0.418928095311
7 2 6 0.44215581997
7 2 7 0.436153394005
7 2 8 0.426004874541
7 2 9 0.423125034864
7 3 1 0.399391656126
7 3 2 0.383177558927
7 3 3 0.429242421007
7 3 4 0.380993006129
7 3 5 0.396232665541
7 3 6 0.40956576407
7 3 7 0.42708911862
7 3 8 0.403133330391
7 3 9 0.391301796587
7 4 1 0.413677243898
7 4 2 0.361843134423
7 4 3 0.36968238341
7 4 4 0.386561684726
7 4 5 0.371492374176
7 4 6 0.38845439358
7 4 7 0.391131246794
7 4 8 0.390339075151
7 4 9 0.393225362779
7 5 1 0.361139557723
7 5 2 0.353475501401
7 5 3 0.353659355682
7 5 4 0.351653698184
7 5 5 0.35082384561
7 5 6 0.348275456542
7 5 7 0.340378174562
7 5 8 0.350522363137
7 5 9 0.352297709134
7 6 1 0.365090477578
7 6 2 0.340715584824
7 6 3 0.333974271313
7 6 4 0.335930316314
7 6 5 0.334712625913
7 6 6 0.328386252515
7 6 7 0.329427248542
7 6 8 0.329373032526
7 6 9 0.326622263491
7 7 1 0.340781669358
7 7 2 0.331720426409
7 7 3 0.333014264875
7 7 4 0.331430038815
7 7 5 0.328899561862
7 7 6 0.332579428038
7 7 7 0.326204157523
7 7 8 0.325955748365
7 7 9 0.326878781996
7 8 1 0.357328969109
7 8 2 0.345702300836
7 8 3 0.344040078382
7 8 4 0.358430752722
7 8 5 0.332658598562
7 8 6 0.329014942351
7 8 7 0.321632938434
7 8 8 0.327502001674
7 8 9 0.329729940327
7 9 1 0.350108956196
7 9 2 0.347873103117
7 9 3 0.340275052419
7 9 4 0.335854507591
7 9 5 0.332863850352
7 9 6 0.324448696225
7 9 7 0.321483985413
7 9 8 0.330124074521
7 9 9 0.321800885615
8 1 1 0.46382319002
8 1 2 0.505550359706
8 1 3 0.490709558588
8 1 4 0.533547148079
8 1 5 0.521096605562
8 1 6 0.521835331322
8 1 7 0.490382851402
8 1 8 0.547347000896
8 1 9 0.508317491097
8 2 1 0.438341004132
8 2 2 0.403365865768
8 2 3 0.398191416971
8 2 4 0.441349888277
8 2 5 0.418734272603
8 2 6 0.429569621169
8 2 7 0.44523533147
8 2 8 0.437923474232
8 2 9 0.4298981998
8 3 1 0.437432257899
8 3 2 0.408898689316
8 3 3 0.392917541829
8 3 4 0.396214746331
8 3 5 0.416285395307
8 3 6 0.406539770121
8 3 7 0.393688190628
8 3 8 0.413375259071
8 3 9 0.398272132341
8 4 1 0.413687804339
